texto,fecha,emocion
"Vamos con buen rumbo, a construir la Transformación de Jalisco! Con todo Doc! 🇱🇻🇺🇦🇲🇽",30/09/2023 00:00,approval
Vamos por el triunfo en 2024 y sacar a mc,30/09/2023 00:00,neutral
Yessss yessss yessss viva México y vamos x Jalisco con el doctor Carlos Lomelí simplemente la mejor opción de ❤️,30/09/2023 00:00,neutral
Presente Doctor vamos que esta ves si los vamos a sacar,30/09/2023 00:00,neutral
Más cerca que nunca.,30/09/2023 00:00,neutral
Dr. Carlos Lomelí Bolaños !Adelante al éxito.Saludos,30/09/2023 00:00,neutral
"AUTLAN con el dr, Carlos lomelí es triunfo es seguro, vamos todos a seguir sumando, viva la 4t, viva MORENA.",30/09/2023 00:00,approval
Aquí estamos con el dr Carlos Lomeli tepatitlan Jalisco saludos viva morena,30/09/2023 00:00,neutral
Todos con morena dr carlos lomeli no baje la guardia adelante,30/09/2023 00:00,neutral
"Efectivamente Doctor. Tiene toda la razón, tendremos el Gobierno que nosotros elijamos.",30/09/2023 00:00,approval
Cuente con todo el apoyo Dr Carlos lomelí para que llegue la 4T a Jalisco,30/09/2023 00:00,neutral
Es un honor estar con el Doctor,30/09/2023 00:00,joy
Vamos con todo mi votó para usted DR LOMELÍ primero Dios vamos con morena,30/09/2023 00:00,approval
Nuestro apoyo al Doctor Dr. Carlos Lomelí Bolaños sigamos adelante mi voto es la 4Tjuntos con el próximo gobernador de Jalisco DCLB y su futuro gabinete,30/09/2023 00:00,approval
"Fan destacado
Alejandra Magallon",30/09/2023 00:00,neutral
Vamos con todo qué jalisco sea puro morena,30/09/2023 00:00,approval
👏🏼👏🏼👏🏼,30/09/2023 00:00,curiosity
Así será .,30/09/2023 00:00,optimism
MI VOTO PARA USTED DR. LOMELÍ VIVA MORENA Y LA 4 T,30/09/2023 00:00,approval
Dr. Carlos Lomelí Bolaños VAMOS CON MORENA. VAMOS CON USTED.,30/09/2023 00:00,approval
Todos con morena la esperanza de México con el dr Carlos lomelí,30/09/2023 00:00,approval
El #Mundo4T apoya al Dr. Carlos Lomelí Bolaños 🫶,30/09/2023 00:00,approval
Buenos días con toda la actitud,30/09/2023 00:00,neutral
Buenos días licenciado,30/09/2023 00:00,neutral
"Buenas noches para Tod@s
Dr. Carlos Lomelí
Sí Puede!!!!",30/09/2023 00:00,neutral
Así debe de ser. Para que nos ayuden con la pensión de discapacidad. Gracias,30/09/2023 00:00,gratitude
Todo mi apoyo para ti Dr Carlos Lomeli,30/09/2023 00:00,caring
"Fan destacado
Angelica Baker",30/09/2023 00:00,neutral
Excelente domingo,30/09/2023 00:00,excitement
Por Jalisco Morena Si Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
Buen día Dr Carlos Lomeli 😃,30/09/2023 00:00,excitement
Cómo debe ser dr Dr. Carlos Lomelí Bolaños con todo para delante con toda la actitud,30/09/2023 00:00,curiosity
Cuente con migo dr,30/09/2023 00:00,neutral
Muchas gracias por compartir dr.. Lomelí estamos con usted.,30/09/2023 00:00,gratitude
"Claro que si Dr Lomelí, así es y así será 😘🌷",30/09/2023 00:00,approval
Que así sea!!!,30/09/2023 00:00,curiosity
Vamos con todo con Dr. Carlos Lomelí Bolaños,30/09/2023 00:00,neutral
Si con Lomelí,30/09/2023 00:00,neutral
Juntos por Jalisco lograremos un Jalisco mejor con el doctor Lomeli y el profe julio en Ocotlán Jalisco,30/09/2023 00:00,optimism
"El Dr. Carlos Lomelí sí puede, vamos juntos por Jalisco.",30/09/2023 00:00,approval
Cuenta con nuestro apoyo Dr. Carlos Lomelí Bolaños 👍,30/09/2023 00:00,approval
Por su puesto que así será con el doctor si puede,30/09/2023 00:00,neutral
VAMOS POR LA VICTORIA FUTURO GENERADOR 👌😊👏,30/09/2023 00:00,approval
Seguro Dr con todo 🤝,30/09/2023 00:00,caring
Con todo y por Jalisco Morena SI. Dr Lomeli Nuestro Praximo Gobernador,30/09/2023 00:00,neutral
Dr. Lomelí junto con usted la 4T llegará y también la transformación de Jalisco,30/09/2023 00:00,neutral
Claro con usted ganaremos,30/09/2023 00:00,optimism
Saludos Dr lomeli y bonito día de domingo mi voto es para usted bendiciones,30/09/2023 00:00,joy
"El Dr Carlos Lomelí
Sí Puede!!!!!!!",30/09/2023 00:00,approval
"Dr. Carlos Lomelí Bolaños
#Gobernadordejal
isco

Comienze la transformación de Jalisco",30/09/2023 00:00,realization
El próximo gobe,30/09/2023 00:00,neutral
Claro que sí juntos por un Jalisco mejor dr Dr. Carlos Lomelí Bolaños,30/09/2023 00:00,neutral
Nuestra independencia viva México y la 4t en Jalisco con el doctor Lomeli,30/09/2023 00:00,neutral
"Es el tiempo de la 4 transformación,
vamos con todo doc",30/09/2023 00:00,excitement
Viva mexico y en unión en la trasformación de jalisco estamos con usted Dr.lomeli,30/09/2023 00:00,caring
VIVA Jalisco Arriba Doctor LOMELI Viva la 4T 👍👏💯,30/09/2023 00:00,approval
"Con Ud Dr esperando dar el grito de libertad en Jalisco, con la llegada de la 4T y Morena. 👍👍👍🙏♥️",30/09/2023 00:00,neutral
VIVA Jalisco VIVA México Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
Juntos por Jalisco seguiremos la 4t con Claudia precidenta el doctor Lomeli gobernador de Jalisco y el profe julio en Ocotlán Jalisco,30/09/2023 00:00,neutral
"#drlomeligoberna
dor
#FLZMJ24
#JR24
#EPG24
SEGUIMOS FIRMES HOMBRO CON HOMBRO VIVA MORENA MOVIMIENTO DE REGENERACIÓN NACIONAL JALISCO.",30/09/2023 00:00,neutral
Gran verdad.y mi dr lomeli gobernador,30/09/2023 00:00,admiration
Es correcto su Comentario la 4T seguirá transformando México Dra Claudia Presidenta Dr Lomeli Nuestro Próximo Gobernador de Jalisco,30/09/2023 00:00,approval
Exelente,30/09/2023 00:00,admiration
Total a poyo. Para que surja el total cambio en nuestro Jalisco y en Guadalajara sacar alos ratas déspotas y mal gobierno MC naranja así que padelan Doc. Lomelí. Todo el apoyo animo. Vamos bien y por el bien de Jalisco yaaaa,30/09/2023 00:00,optimism
Cada día más más con el doctor Lomeli y el profe julio en Ocotlán Jalisco,30/09/2023 00:00,approval
Saludos cordiales para todos los Morenistas que apoyamos al Dr Lomelí excelente día 😊,30/09/2023 00:00,caring
Jalisco con el Dr. Carlos Lomelí y Tonalá junto con el equipo del regidor Alejandro Buenrostro esta con usted Dr.,30/09/2023 00:00,neutral
Dr.carlos lomelí !si puede! Es el mejor candidato para gobernar guadalajara,30/09/2023 00:00,approval
"Siempre con UD,apreciado Dr Lomeli,viva morena y la 4ta T",30/09/2023 00:00,admiration
"Vamos, ¡Doctor! de que se puede, se puede",30/09/2023 00:00,neutral
Miguel Anguel Padilla Gutierrez,30/09/2023 00:00,neutral
DR LOMELI SIEMPRE ADELANTE,30/09/2023 00:00,neutral
Todo mi apoyo doctor,30/09/2023 00:00,caring
Apoyo total al proyecto!!! porque... si puede!!!!! Unión de TVLA con usted!!! Udt Morena presente,30/09/2023 00:00,neutral
La mayoria de Jalisco te apoyamos Dr Lomeli Nuevo Gobernador Morena y 4t.,30/09/2023 00:00,neutral
Dany VC,30/09/2023 00:00,neutral
Así será Dr en Jalisco Morena SI. Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
"""Si se puede"" Union de Tvla apoyando la 4ta transformación",30/09/2023 00:00,neutral
Y pronto será una realidad. Jalisco necesita un verdadero cambio.,30/09/2023 00:00,optimism
Adelante Dr,30/09/2023 00:00,neutral
Dr. Carlos Lomelí ! Si puede!,30/09/2023 00:00,neutral
Juntos por Jalisco lograremos el triunfo del 24 con el doctor Lomeli,30/09/2023 00:00,approval
Felicidades doctor,30/08/2023 00:00,joy
Saludos desde Lagos de Moreno,30/08/2023 00:00,neutral
Con todo Dr. Carlos Lomelí Bolaños,30/08/2023 00:00,neutral
Ánimo dr lomelí juntos asta la victoria saludos desde el salto jalisco el pueblito más contaminado del mundo,30/08/2023 00:00,joy
"Fan destacado
Jose Gregorio Iturralde Torres",30/08/2023 00:00,neutral
Feliz cómo está,30/09/2023 00:00,neutral
Viene el triunfo,30/09/2023 00:00,neutral
"Juntos a la Victoria Dr. Carlos Lomelí
Si Puede!!!!!!",30/09/2023 00:00,neutral
"Seguimos en la lucha doctor Carlos Lomeli
Desde ahuatlan",30/09/2023 00:00,neutral
Miguel Anguel Padilla Gutierrez,30/09/2023 00:00,neutral
Hasta la Victoria. Morena Si por Jalisco Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
Vamos a ganar doctor,30/09/2023 00:00,excitement
vamos con todo,30/09/2023 00:00,approval
Con todo para que Jalisco se pinte de morena,30/09/2023 00:00,neutral
"Unidos sacaremos a ""movimiento descarado"" del narcogober ratalfaro",30/09/2023 00:00,approval
Seguimos avanzando con el doctor Lomeli y el profe julio en Ocotlán Jalisco,30/08/2023 00:00,approval
Sin duda alguna usted será nuestro próximo gobernador pero no sé keme con los micheles porfabor quinto distrito con usted Carlos lomelí,30/08/2023 00:00,optimism
"Felicidades, reciban un abrazo enorme.!!!!!",30/08/2023 00:00,excitement
Todos con usted doctor lomelí,30/08/2023 00:00,neutral
Siempre acompañando a la gente buena Dr. sin duda alguna Usted será nuestro próximo Gobernador!!! Arandas lo apoya con todo el corazón!!!,30/08/2023 00:00,optimism
Lomeli con el rejidor del pueblo chato si trabaja se ensucia los zapatos por su pueblo,30/08/2023 00:00,neutral
Dr. Carlos Lomelí Bolaños ¡Si puede !,30/09/2023 00:00,neutral
Doctor lomelí próximo gobernador ✅,30/09/2023 00:00,sadness
Por Puerto Vallarta y Jalisco Morena Si Dr Lomeli Nuestro Próximo Gobernador,30/08/2023 00:00,neutral
Animo,30/08/2023 00:00,neutral
"Yo fui y no los encontré, están abajo, o en el piso de arriba???",30/08/2023 00:00,curiosity
Sabrosos .,30/08/2023 00:00,nervousness
Y sí DESDE más de 50 años l.,30/09/2023 00:00,approval
Con la unió y el trabajo en conjunto lograremos un México mejor y un Jalisco con unidad pata trasformación con el doctor Lomeli juntos por Jalisco y el profe julio en Ocotlán Jalisco,30/08/2023 00:00,optimism
Mucho Éxito Dr.🤝,30/09/2023 00:00,admiration
"Claro Dr. Carlos Lomeli que con la 4 transformación y usted cómo Gobernador forjará a este gran estado con buena infraestructura
mayores empleos jalisco estará en muy buenas mano Tlajomulco con usted",30/08/2023 00:00,admiration
Muchas felicidades Dr 🤝,30/08/2023 00:00,excitement
Con Morena Si Dr Lomeli Gobernador de Jalisco y Dra Claudia Presidenta de Mexico vamos con todo vamos por todo,30/08/2023 00:00,neutral
Bendiciones Dr. Carlos Lomelí Bolaños,30/09/2023 00:00,neutral
"Jutos Tod@s con Claudia shimbaum y con el DR.Carlos Lomeli Bolaños TRNSFORMEMOS EL SECTOR AGROPECUARIO...
y Jalisco Sera punta de Lanza a NiVEL NACIONAL como el Sector PRIMARIO DE LA NACION Saludos y Exitoso Dia.",30/08/2023 00:00,neutral
"Estamos con el dedo en el renglón, vamos adelante",30/08/2023 00:00,neutral
"Vamos con Claudia con 4T
Dr. Carlos Lomelí Sí Puede",30/08/2023 00:00,neutral
"Toda la razón Dr., por eso vamos con usted!🫡",30/08/2023 00:00,approval
"Vamos con todo dr.
Solo hay que darle VALOR a las promesas
Y estamos con ud",30/08/2023 00:00,caring
Vamos con todo doctor Carlos,30/08/2023 00:00,approval
Sabes que cuentas con mi apoyo Tocayo...,30/08/2023 00:00,optimism
"Un gobierno que cumpla con su palabra, y el gobierno Morenista no ha cumplido con México en todos los aspectos, Ud simple m,ente es un reflejo de un MAL GOBIERNO UD .ha robado muchísimo, así que no hable de honestidad nu rectitud porqué UD. Es un corrupto",30/08/2023 00:00,disappointment
Vamos dr lomeli el triunfaremos.,30/08/2023 00:00,optimism
"Y seguirá vigente por mucho tiempo más!, que siga la 4T💪🏼",30/08/2023 00:00,neutral
Adelante,30/09/2023 00:00,neutral
Un gran ejemplo a seguir ellos defendieron la patria nosotros también todos somos morena todos somos Lomelí éxitos compañeros morena Miravalle distrito 13 lo saluda y los apoya,30/08/2023 00:00,admiration
"Dr. Carlos Lomeli , es un ejemplo a seguir porque proviene de la cultura del esfuerzo y sacrificio para sus logros que ha obtenido a través de su trayectoria de empresario y de politico",30/09/2023 00:00,admiration
Lo logrará viva moren en alto saludos y bendiciones 🙏🙏🙏,30/09/2023 00:00,approval
El apollo lo tienes pero apolla al pueblo con quitar la verificación y retenes estan violando los derechos de los mexicanos,30/09/2023 00:00,neutral
Saludos Dr lomeli trasformado a jalisco todo nuestro apoyo,30/09/2023 00:00,gratitude
Ai es luchar solo por ver una patria sin k tengas miedo de salir a las calles sin tener k cuidarnos de los demás pues nunca se sabe k puede pasar en jalisco todo estará bien pues con el doctor lomeli cambiaran las cosas para bien saludos doctor lomeli,30/09/2023 00:00,optimism
Es honor estar con el doctor mi agradecimiento hacia usted es infinito saludos!!!!!,30/09/2023 00:00,gratitude
Por Jalisco Morena SI Dr Lomeli Nuestro Próximo Gobernador,30/08/2023 00:00,neutral
Por los de Jalisco MORENA Voy con Dr. Carlos Lomelí Bolaños,30/09/2023 00:00,neutral
En Ocotlán Jalisco con el doctor Lomeli y el profe julio aremos istoria juntos por Jalisco,30/08/2023 00:00,neutral
"Con todo Dr. Lomelí ,resiba nuestro apoyo del Distrito 12Tlajomulco 🇲🇽💯👍",30/08/2023 00:00,approval
En poncitlan estamos todos con el doctor Carlos Lomeli...,30/08/2023 00:00,neutral
Vamos doctor no nos Rendiremos firmes hasta el final,30/08/2023 00:00,neutral
Tan guapo mi dr lomeli,30/09/2023 00:00,admiration
Vamos con el Dr. Carlos Lomelí Bolaños por que el SI PUEDE,30/08/2023 00:00,neutral
Buenos días doctor Lomeli usted daría mucho por nosotras y nosotros por la ciudadanía,30/08/2023 00:00,gratitude
"Excelente empiezo Dr Lomelí, así es como se forjan los grandes líderes.
Para darle firmeza y dureza al acero, tiene que calentarse al rojo vivo, golpearlo para moldear y después meterlo al agua fría.
Existen, como el Dr Lomelí, líderes que se forjaron de esta forma.
Estamos con usted para la gubernatura.",30/08/2023 00:00,admiration
MI VITO PARA MORENA Y PARA EL DR. LOMELÍ,30/08/2023 00:00,neutral
Ese es nuestro próximo gobernador de Jalisco sí señor,30/08/2023 00:00,neutral
Testigo de la gran persona que es usted Dr Dr. Carlos Lomelí Bolaños .Por eso quien lo siga no se equivoca Vamos con usted no nos rendimos.!,30/09/2023 00:00,admiration
Puerto Vallarta y 5 Distrito firmes con el Dr. Carlos Lomelí Bolaños,30/08/2023 00:00,neutral
Y lo que falta estimado Doctor!,30/08/2023 00:00,curiosity
Yo con Carlos Dr. Carlos Lomelí Bolaños,30/09/2023 00:00,neutral
Se ve como está en la actualidad se ve muy bien felicidades doctor.lomeli a seguir adelante,30/08/2023 00:00,admiration
El porte de todo un caballero... Felicidades doctor Lomeli,30/08/2023 00:00,admiration
Dr. Carlos Lomelí Sí Puede!!!!!!!,30/08/2023 00:00,approval
"Claro que si se puede ,esperamos se restablezcan los civiles y imss bienestar ,",30/08/2023 00:00,optimism
Miguel Anguel Padilla Gutierrez,30/08/2023 00:00,neutral
Por Jalisco Dr Lomeli Nuestro Próximo Gobernador,30/08/2023 00:00,neutral
Cuánta propaganda a un CORRUPTO,30/08/2023 00:00,neutral
Les presento a nuestro nuevo gobernador,30/08/2023 00:00,excitement
"Bamos,aganar",30/08/2023 00:00,neutral
Hola Dr. Carlos Lomelí Bolaños ¿donde puedo revisar sus propuestas?,30/08/2023 00:00,curiosity
En Jalisco se necesita un cambio con el doctor Lomeli juntos por Jalisco y el profe julio en Ocotlán Jalisco,30/08/2023 00:00,neutral
"Muchas gracias por compartir. Lamentablemente
todo queda en promesas.",30/08/2023 00:00,gratitude
Urge de verdad un cambio en Jalisco,30/09/2023 00:00,neutral
"Usted es el indicado, Dr lomeli
Sí se puede!!!!!",30/09/2023 00:00,approval
"Este Pablito cree todavía que con pan y circo el pueblo se calla y está sometido.
¡Que no se equivoque, no ya el favorito de los tapatíos!
Ayer observé como le dió la espalda a su amigo Alfaro y proclamó a Samuel García como candidato a la presidencia.
Alfaro creyó en esta hechura de él mismo y lo están dejando solo los naranjos.
Se le acabó la carrera al pobre Kike.",30/08/2023 00:00,neutral
Quien pago las tortas ahogadas,30/08/2023 00:00,neutral
Usted va ser el indicado para gobernar Doc. Carlos Lomeli,30/09/2023 00:00,neutral
"Disculpe DR,
Algún parentesco con los Lomelí
Del mercado de abastos??",30/08/2023 00:00,remorse
"El Dr. Carlos Lomelí Bolaños
¡¡¡¡Si Puede!!!!
¡¡¡ Saludos!!!",30/08/2023 00:00,neutral
Estamos y confiamos en usted doctor Carlos Lomeli,30/08/2023 00:00,approval
El apoyo del Gran equipo de juntos por Jalisco desdé Ocotlán si puede el dr Carlos Lomeli nuestro próximo gobernador,30/08/2023 00:00,neutral
"Buen trabajo, felicidades tocayo!",30/08/2023 00:00,gratitude
"Por fin
Llegará a la gobernatura
Un gran ser humano
Le saludamos desde San Miguel el Alto
Un municipio olvidado por los gobiernos en turno",30/08/2023 00:00,optimism
"Adelante dr Lomelí juntos para el cambio en Jalisco y la 4T , vamos mi gober 🫂🫂",30/08/2023 00:00,approval
muchos lo apollamos Dr vamos con todo el pawer su servidor,30/08/2023 00:00,neutral
"Apoyo total,para UD apreciado Dr Lomeli",30/08/2023 00:00,admiration
"Vamos morena ,urge el cambio,",30/08/2023 00:00,neutral
Por Guadalajara y Jalisco Morena SI. Dr Lomeli Nuestro p Próximo Gobernador,30/08/2023 00:00,neutral
Ojala,30/08/2023 00:00,optimism
Claro Dr.lomeli si se puede. Estemos con usted,30/08/2023 00:00,caring
Dr. Carlos Lomelí Bolaños próximo Gobernador de Jalisco,30/08/2023 00:00,neutral
Toda la confianza en usted dr Carlos lomelí sigamos firmes asta la victoria claro que sí se puede,30/08/2023 00:00,optimism
Urgente reactivar servicios de salud,30/08/2023 00:00,neutral
